,Créateur/auteur : Nom et informations,Catégorie Créateur/auteur,Genre de l'host,NOM DE L'HOST
2254,"Journaliste : François Dayre,

Directrice artistique : Sylvie Arditi,

Chargée de production : Julie Kleinfinger,

Responsable Publicité & Partenariats Musique : Matthieu de Jerphanion, Cecile Revenu,

Cheffe de projet : Axelle Cohen,

Et l'aide de : Sophie Marchand, Bintou Simpore, Sébastien Carriau, Bastien Stisi.

Remerciements à Fabienne Brousseau et Coline Infante de la Philharmonie de Paris.",Journaliste,H,François Dayre
2255,Esteban Wending,Journaliste,H,Esteban Wending
2256,AD,AD,H,AD
2257,Léa Lejeune et Mathieu Palain,Journaliste,H+F,Léa Lejeune et Mathieu Palain
2258,AD,AD,H,AD
2259,AD,AD,AD,AD
2260,rédaction,Journaliste,H,AD
2261,Catherine Betti,Journaliste,H,"Frédéric BONET; Yohan Lemore, "
2262,Pauline Jacot,Journaliste,F,Pauline Jacot
2263,"Écrit et raconté par : Aline Laurent-MayardProductrice : Suzanne ColinProducteurs délégués : Lorenzo Benedetti, Louis Daboussy, Benoit DunaigreRéalisateur, Monteur son, sound designer et mixeur : Théo AlbaricDirecteur.ice de production : Oriane BettoniChargée de production : Lucine DorsoResponsable marketing : Carla BertoneAssistante marketing : Cyrile PocreauAssistante chargée de développement : Marie-Soizic FrabouletStagiaire édito : Joséphine CaroAttachée de presse : Gaëlle JobJuridique : Ludye Nysol et Alix du Plessis d'ArgentréMusique Originale : D.L.i.dGraphiste : SuperFeatPhotographe : Salomé Oyallon",AD,F,Aline Laurent-MayardProductrice
2264,Sarah Koskievic et Astrid Verdun,Journaliste,F,Astrid Verdun
2265,AD,AD,AD,AD
2266,Rédaction,Journaliste,H+F,"Laurent Gaudenz, Mariella Esvant, Christophe Gervais (et autre peut-être, variable en fonction des épisodes)"
2267,Agathe Lévêque,Journaliste,F,Agathe Lévêque
2268,Estelle Ndandjo,Journaliste,F,Estelle Ndandjo
2269,Fabienne Broucaret,AD,F,Fabienne Broucaret
2270,Denis Charvet et Adrien Aigoin,Journaliste,H,Denis Charvet et Adrien Aigoin
2271,Isabelle Dhombre,Journaliste,F,Isabelle Dhombre
2272,Pauline Bordja.,Journaliste,F,Pauline Bordja.
2273,"Philippe Joubin, Ronan le Monnier, Guillaume Nedelec",Journaliste,H,"Philippe Joubin, Ronan le Monnier, Guillaume Nedelec"
2274,"Écrit par : Marion Dubreuil; Producteur : Sina Mir, Producteurs délégués : Lorenzo Benedetti, Louis Daboussy et Benoit Dunaigre; Enregistrement : Marin Grizeaud, Marec Panchot et Quentin Kazmierczak, Monteur son, sound designer et mixeur : Adrien Leblond, Assistant son : Marin Grizeaud et Hugo Guidon, ; Directrice de production : Oriane Bettoni; Assistante de production : Caroline Haller; Assistante éditoriale : Anna Finot; responsable marketing : Carla Bertone; Assistante marketing : Cyrile Pocreau; Attachée de presse : Gaëlle Job; Juridique : Ludye Nisol et Alix Du Plessis d’Argentré; Graphiste : Maxime Renaud; Voix additionnelles : Théo Albaric, Solal Dahan, Alix Du Plessis d’Argentré, Sina Mir et Clémence Olivier.",AD,F,Marion Dubreuil
2275,AD,AD,F,AD
2276,AD,AD,AD,AD
2277,AD,AD,AD,AD
2278,Clément Baudet & Alice Lefilleul,auteur/réalisateur,H+F,Clément Baudet & Alice Lefilleul
2279,nsp,NSP,AD,AD
2280,Marie Maurisse et François Pilet ,Journaliste,H+F,Marie Maurisse et François Pilet 
2281,Manon Fossat.,Journaliste,F,Manon Fossat.
2282,AD,AD,AD,AD
2283,rédaction,Rédaction,H,AD
2284,Clémentine Vergnaud & Samuel Aslanoff,Journaliste,H+F,Clémentine Vergnaud & Samuel Aslanoff
2285,Cécilia Gabizon,AD,F,Cécilia Gabizon
2286,étudiants de l'IUT de Lannion,étudiants en journalisme,H+F,AD
2287,Michaëla Cancela-Kieffer ,Journaliste,F,Michaëla Cancela-Kieffer 
2288,Jean Doridot,professionnel secteur,H,Jean DOridot
2289,Odile Bagot,professionnel secteur,F,Odile Bagot
2290,Frédéric Filloux ,Journaliste,H,Frédéric Filloux 
2291,AD,AD,AD,AD
2292,Denis Dupont,Rédaction,H,Denis Dupont
2293,AD,AD,H,AD
2294,"Sarah Koskievic, Mandy Lebourg et Astrid Verdun",Journaliste,F,"Sarah Koskievic, Mandy Lebourg et Astrid Verdun"
2295,Clara Blein-Renaudot,auteur/réalisateur,F,Clara Blein-Renaudot
2296,Rédaction des sports,Journaliste,H,AD
2297,David Cormeillas,auteur/réalisateur,H,David Cormeillas
2298,AD,AD,H,AD
2299,Alban Barthélémy,Journaliste,H,Alban Barthélémy
2300,Alice Develey,Journaliste,F,Alice Develey
2301,Guillaume Perrault,Journaliste,H,Guillaume Perrault
2302,Alice Develey et Dorian Grelier,journaliste,H+F,Alice Develey et Dorian Grelier
2303,"Production du studio Make Some NoiseAvec le soutien de la Sacem

Journaliste : Mathieu BeaudouRéalisateur : Guillaume Girault

Identité visuelle : Charlotte TharreauLicence : Epidemic",Journaliste,H,Mathoeu Beaudoin
2304,Marion Dubreuil,Journaliste,F,Marion Dubreuil
2305,"Une création sonore d’Antoine Couder & Roman Kouder

",AD,H,Antoine Couder & Roman Kouder
2306,Salomé Boulet ,Rédaction,F,Salomé Boulet 
2307,"Production éditoriale  I  Sarah Koskievic et Mandy Lebourg, assistées de Sidonie Cottier

‍

‍

Montage  I  Camille Legras
Illustration  I  Laurine Vogel
Avec la voix de Benjamin Saeptem Hours

‍",Journaliste,H,Benjamin Septem Hours
2308, Noémie Martel,AD,F, Noémie Martel
2309,AD,AD,AD,AD
2310,Clara Grouzis,Journaliste,F,Clara Grouzis
2311,rédaction,Journaliste,H,Dan Pérez
2312,"Anne de Guigné, Salomé Boulet",Journaliste,F,F
2313,Emma Hollen,AD,F,Emma Hollen
2314,AD,AD,AD,AD
2315,AD,AD,AD,AD
2316,AD,AD,AD,AD
2317,AD,AD,AD,AD
2318,Pierrick Baudet,AD,H,AD
2319,AD,AD,AD,AD
2320,Jeanne Paravert,auteur/réalisateur,F,Jeanne Paravert
2321,Stéphanie Loire,AD,F,Stéphanie Loire
2322,Philippe Dufreigne,Journaliste,H,Philippe Dufreigne
2323,Hélène Devannes,auteur/réalisateur,F,Hélène Devannes
2324,rédaction,Rédaction,AD,AD
2325,Philippe Joubin et Pierre-Michel Bonnot,Journaliste,H,Philippe Joubin et Pierre-Michel Bonnot
2326,AD,AD,AD,AD
2327,Sophie de Tarlé,Journaliste,F,Sophie de Tarlé
2328,"Animation : Jean-Louis, Jean-Jacques, Jean-Marc

",amateur/concerné,H,"ean-Louis, Jean-Jacques, Jean-Marc

"""
2329,AD,AD,AD,AD
2330,AD,AD,H,AD
2331,AD,AD,AD,AD
2332,"Direction éditoriale: Christophe Carron et Hélène Decommer

Production éditoriale: Christophe Carron, Hélène Decommer et Aurélie Rodrigues

Conseillère éditoriale: Florence Colombani

Montage et réalisation: Aurélie Rodrigues

Musique: Victor Benhamou

Illustration: Aurélie Rodrigues et Clémentine Amblard

Photo originale: Thomas Coex / AFP

Ce podcast a été réalisé avec l'aide de Mona Delahais et Clémentine Amblard.",nsp,F,"F pour les questions, H pour les réponses (Colombani)"
2333,"Margaux de Frouville, cheffe du service santé de BFMTV, Alain Ducardonnet, consultant santé BFMTV",Journaliste,H+F,"Margaux de Frouville, cheffe du service santé de BFMTV, Alain Ducardonnet, consultant santé BFMTV"
2334,"Serge Boimare, psychopédagogue, Aurore Ponssenet, formatrice en orthographe",professionnel secteur,H+F,"Serge Boimare, psychopédagogue, Aurore Ponssenet, formatrice en orthographe"
2335,AD,AD,H,AD
2336,Catherine UNAC,Journaliste,F,Catherine UNAC
2337,Angèle Marrey et Jennyfer Arduin.,Journaliste,F,Angèle Marrey et Jennyfer Arduin.
2338,"Direction éditoriale: Christophe Carron

Production éditoriale: Nina Pareja

Montage et réalisation: Aurélie Rodrigues

Musique: Arnaud Denzler

Sound Design: Johanna Lalonde

Illustration: Laurine Vogel


Ce podcast a été réalisé avec l'aide de Mona Delahais et de Nina Bailly.",nsp,F,Eva Lopez Eiro et Liso Campana
2339,AD,AD,AD,AD
2340,Léa Chatauret,auteur/réalisateur,F,Léa Chatauret
2341,Stéphane Aubouard.,AD,H,Stéphane Aubouard.
2342,Loury Lag,professionnel secteur,H,Loury Lag
2343,Michel Picot,Journaliste,H,Michel Picot
2344,AD,AD,AD,AD
2345, Laetitia Nallet,AD,F, Laetitia Nallet
2346,Eric Maggiori et Andrea Chazy,Journaliste,H,Eric Maggiori et Andrea Chazy
2347,François Barrère,AD,H,François Barrère
2348,Emilie Joubert,Journaliste,F,Emilie Joubert
2349,"Avec celles et ceux qui font l’Université : Éloïse Quétel (Corps et Biologie), Nathanaël Jarrassé (Corps et Robotique), Solenne Carof (Corps et Sociologie), Anaëlle Afraoui (Corps et Sport) et Guillaume Jablonka (Corps et Arts).

Une série surprenante en cinq volets, à retrouver toutes les semaines à partir du 20 septembre 2023, jusqu’au 18 octobre 2023 sur nova.fr et sur toutes les plateformes d’écoutes.","Prof, chercheurs",H+F,variable selon épisode
2350,"Manon Haussy, Clément Gassy",journaliste multimédia,H+F,"Manon Haussy, Clément Gassy"
2351,André Auguste  sur une idée de Willy Billiard,professionnel secteur,H,Michel Degardin
2352,"Crédits : Journalistes : Clémentine Spiler, Matthieu Fontaine et Richard Gaitet.Directrice éditoriale : Sophie MarchandRéalisateur et ingénieur du son : Thomas Torres et Marion Emerit.Directrice artistique : Sylvie Arditi.Directrice Publicité et Partenariats Culturels - Combat : Cécile Revenu.Chargée de production - Studio Nova : Julie KleinfingerCheffe de projet production des partenariats - Combat : Axelle CohenGraphisme : Sébastien Carriau.Avec l'aide de l’Institut français : Jean-Philippe Rousse, Jean-François Guéganno, Romain Chatillon, Chloé Loango.",Journaliste,H+F,"Clémentine Spiler, Matthieu Fontaine, Richard Gaitet"
2353,Yves Pulicci,Journaliste,H,Yves Pulicci
2354,"Clément Gassy, Manon Van Overbeck","Clément Gassy, Manon Van Overbeck",H+F,"Clément Gassy, Manon Van Overbeck"
2355,Swann Périssé,Journaliste,F,Swann Périssé
2356,AD,AD,AD,AD
2357,cellule podcast de DNA,Journaliste,H+F,variable
2358,nsp,nsp,H,AD
2359,rédaction,rédaction,AD,AD
2360,"Maud Hertz, François Xavier Ledoux (prêtre)",autres,H+F,"Maud Hertz, François Xavier Ledoux (prêtre)"
2361,nsp,nsp,H,AD
2362,Stéphane Moïssakis,AD,F,Marie Casabonne
2363,AD,AD,AD,AD
2364,AD,AD,AD,AD
2365,"écriture: Maud de Carpentier; Producteur : Sina Mir; Producteurs délégués : Lorenzo Benedetti, Louis Daboussy et Benoit Dunaigre: Enregistrement : Marin Grizeaud, Marec Panchot et Quentin Kazmierczak: Monteur son, sound designer et mixeur : Théo Albaric; Assistant son : Marin Grizeaud et Hugo Guidon
; Directrice de production : Sandrine Vendel; Assistante de production : Emma Seiler et Caroline Haller; Assistante éditoriale : Anna Finot et Léa Warrin: Responsable marketing : Jeanne Longhini avec Cyrile Pocreau et Lilou Delclitte; Attachée de presse : Gaëlle Job; Juridique : Ludye Nisol et Alix Du Plessis d’Argentré:; Graphiste : Lucile Lissandre",AD,F,Maud de Carpentier
2366,AD,AD,AD,AD
2367,Dorine Besson et Marie-Maxime Dricot ,Journaliste,F,Marie-Amélie Motte
2368,"Mélina Boetti,",Journaliste,F,"Mélina Boetti,"
2369,AD,AD,AD,AD
2370,Nicolas Lansalot,auteur/réalisateur,H,Nicolas Lansalot
2371,Yohann Lemore,enfants / adolescents,H+F,"pas d'host / par les enfants, variables selon épisodes "
2372,"Voix : Alix DouartÉcrit par : Alix Douart, Adèle Salmon, Suzanne ColinRéalisateur, Monteur son, sound designer et mixeur : Florentin BaumeProductrice : Suzanne ColinProducteurs délégués : Lorenzo Benedetti, Louis Daboussy, Benoit DunaigreEnregistrement studio et montage des bout-à-bouts : Marec PanchotDirectrice de production : Sandrine VendelChargée de production : Lucine DorsoAssistante de production : Emma SeilerAssistante éditoriale : Marie-Soizic FrabouletStagiaire édito : Joséphine CaroSupervision musicale : Hugo Guidon Juridique : Ludye Nysol et Alix du Plessis d'ArgentréVoix additionnelle : Marie-Soizic FrabouletMarketing : Cyrile PocreauAttachée de presse : Gaëlle JobGraphiste : Mathilde AubierArchives : INA. Extrait du discours du général Giap à Alger en 1976.Musique générique : "" Lewat Malam Awal Pagi "", Performed by Wanhanzan, Composed by Dzarif Wan, aka Wanhanzan © Dzarif Wan. This piece was originally commissioned by Nusasonic and published on the mixcloud of the Nusasonic, www.mixcloud.com/Nusasonic/. Nusasonic is an experimental sound and music joint project by Goethe-Institut in Southeast Asia, Playfreely/BlackKaji (Singapore), Yes No Klub (Yogyakarta), WSK Festival (Manila), and CTM Festival (Berlin). » Cette série documentaire a reçu l'aide sélective aux autrices et auteurs de podcasts et de créations radiophoniques du Ministère de la Culture, ainsi que la Bourse ""Brouillon d'un rêve sonore"" de la SCAM.",Journaliste,F,Alix Douart
2373,rédaction,rédaction,AD,AD
2374,Claire Fournier,Journaliste,F,Claire Fournier
2375,variable ,auteur/réalisateur,AD,AD
2376,Olivier Mignot et Annabelle Brouard,auteur/réalisateur,H,Olivier Mignot
2377,Marion Ruggieri,AD,F,Marion Ruggieri
2378,Bob Bellanca,AD,H,Bob Bellanca
2379,Tony Melvil; Louis Duruflé,auteur/réalisateur,H,Tony Melvil; Louis Duruflé
2380,"Stéphane Maggiolini, Thomas Bernabe et Manon Mugica ",Journaliste,H+F,"Stéphane Maggiolini, Thomas Bernabe et Manon Mugica "
2381,AD,AD,AD,AD
2382,AD,AD,AD,AD
2383,AD,AD,AD,AD
2384,Thomas Snégaroff.,Journaliste,H,Thomas Snégaroff.
2385,Un podcast raconté par Cédric Villani et réalisé par Véronique Samouiloff.,"Prof, chercheurs",H,Cédric Villani
2386,Aude Bariéty et Aude Sérès ,Journaliste,F,Aude Bariéty et Aude Sérès 
2387,"Cette mini-série a été réalisée en partie avec les interviews rassemblées pour le documentaire intitulé « Mali, la guerre perdue contre le terrorisme » de Nathalie Prévost et Olivier Jobart, produit par POINT DU JOUR - LES FILMS DU BALIBARI, distribué par ZED.

",Journaliste,AD,AD
2388,Jérémy Boulongne,Journaliste,H,Jérémy Boulongne
2389,Juliette Flamant,auteur/réalisateur,F,Juliette Flamant
2390,Édouard Nasri,"Prof, chercheurs",H,Edouard Nasri
2391,rédaction,Rédaction,AD,AD
2392,Alexandre KHALI,AD,H,Alexandre KHALI
2393,AD,AD,AD,AD
2394,Ronan Coquelin-Lion,Journaliste,H+F,Eva ...
2395,rédaction,rédaction,AD,AD
2396,"Textes : Élodie Boutit

Voix: Laetitia Vercken

Rédaction en chef : Sarah Conan et Anaïs Koopman.

Production : Marie Carette",Journaliste,F,Laetitia Vercken
2397,Daniel Fiévet,Journaliste,H,Daniel Fiévet
2398,"Écrit par : Mathilde CeillesProductrice : Clémence OlivierProducteurs délégués : Lorenzo Benedetti, Louis Daboussy, Benoit DunaigreRéalisateur, enregistrement, monteur son, sound designer et mixeur  : Théo AlbaricAssistants sons : Quentin Kazmierczak, Marec Pancheau et Marin GrizeauRelecture : Suzanne ColinDirectrice de production : Oriane BettoniAssistante de production : Emma SeilerAssistante éditoriale : Anna FinotMarketing : Cyrile PocreauAttachée de presse : Gaëlle JobJuridique : Ludye Nisol et Alix du Plessis d'ArgentréGraphiste : Maxime RenaudPhotographe : Marie-Soizic Fraboulet",AD,H+F,Mathilde Ceilles
2399,"Direction éditoriale: Christophe Carron
Production éditoriale et présentation: Nina Pareja
Reportages, interviews et prise de son: Robin Tutenges
Montage et réalisation: Mona Delahais",NSP,H+F,"Nina Pareja, Robin Tutenges"
2400,Julien Morin,Journaliste,H,H
2401,AD,AD,AD,AD
2402,AD,AD,AD,AD
2403,AD,AD,AD,AD
2404,"Direction éditoriale: Christophe Carron
Production éditoriale: Christophe Carron et Nina Pareja
Montage et réalisation: Aurélie Rodrigues
Musique: Sable Blanc
Illustration: Mona Delahais et Aurélie Rodrigue",professionnel secteur,H+F,"Christophe Carron (présentation, questions), Mardi noir (femme, réponses et parole principale-)"
2405,Pacôùe Thiellement,"Prof, chercheurs",H,Pacôme Thiellement
2406,AD,AD,AD,AD
2407,Philippe Collin ,Journaliste,H,Daniel Fiévet
2408,Romain Cavallin & Matthieu Cauchy,auteur/réalisateur,H,Romain Cavallin & Matthieu Cauchy
2409,AD,AD,AD,AD
2410,AD,AD,AD,AD
2411,AD,AD,AD,AD
2412,Léo Tescher,Journaliste,H,H
2413,nsp,nsp,F,AD
2414,"Benoit Ballet, correspondant pour BFMTV aux États-Unis, et Thierry Arnaud, éditorialiste ",Journaliste,H,"Benoit Ballet, correspondant pour BFMTV aux États-Unis, et Thierry Arnaud, éditorialiste "
2415,"Production : Olivier Emond, Anne Le Gall et Boris Hallier | Réalisation : Clotilde Pivin | Prise de son : Christophe Papon, Alix Barrois et Romain Luquiens | Mixage : Bruno Mourlan | Création sonore : Bruno Carpentier et Hervé Bouley | Visuels : Maxime Bardou, Stéphanie Berlu | Coordination : Pauline Pennanec’h",Journaliste,H+F,variable selon épisode
2416,AD,AD,AD,AD
2417,AD,AD,AD,AD
2418,Leslie Menahem,auteur/réalisateur,F,Leslie Menahem
2419,AD,AD,AD,AD
2420,AD,AD,AD,AD
2421,Céline Kallmann & Marie-Aimée Copleutre,Journaliste,F,Céline Kallmann & Marie-Aimée Copleutre
2422,Pacôùe Thiellement,"Prof, chercheurs",H,Pacôme Thiellement
2423,Usul,Journaliste,H,Usul
2424,Armel Hemme & Agathe Lévêque,AD,H+F,Armel Hemme & Agathe Lévêque
2425,Elodie Rabé,Journaliste,F,Elodie Rabé
2426,AD,AD,AD,AD
2427,Noémie Schulz,Journaliste,F,Noémie Schulz
2428,nsp,Journaliste,H,AD
2429,AD,AD,AD,AD
2430,AD,NSP,AD,AD
2431,AD,NSP,AD,AD
2432,AD,NSP,AD,AD
2433,AD,NSP,AD,AD
2434,AD,NSP,AD,AD
2435,,,,
